Order_ID,Order_Date,Product_ID,Product_Name,Category,Sub_Category,Brand,Customer_ID,Customer_City,Customer_State,Payment_Method,Order_Status,Quantity,Unit_Price,Discount_Percentage,Final_Price,Revenue,Profit,Shipping_Cost,Delivery_Time_Days,Return_Status,Customer_Rating,Seller_Name,Festival_Season,Platform_Device
OD1789871277,18-08-2023,P882651,Marico Beverages NN31,Grocery,Beverages,Marico,C9074684,Bareilly,Uttar Pradesh,UPI,Delivered,1,525.95,6.4,492.29,492.29,96.35,59.94,11,No,4,DigitalBazaar,Regular,App
OD3868097680,15-01-2023,P664933,Britannia Beverages RO47,Grocery,Beverages,Britannia,C0380076,Surat,Gujarat,Debit Card,Delivered,1,301.48,20.8,238.77,238.77,25.61,40.76,6,No,3,ValueMart Sellers,Weekend Sale,App
OD0762563779,22-11-2024,P215936,Nike Footwear HB34,Fashion,Footwear,Nike,C4123642,Nagpur,Maharashtra,Cash on Delivery,Delivered,2,2591.58,18.6,2109.55,4219.1,1698.88,32.56,4,No,5,ValueMart Sellers,Regular,App
OD2735407297,05-11-2025,P746410,Nivia Badminton VJ52,Sports,Badminton,Nivia,C8607482,Solapur,Maharashtra,Credit Card,Cancelled,2,12050,54.7,5458.65,10917.3,2879.83,39.6,1,No,,HomeEssentials India,Diwali Sale,App
OD8303455422,10-12-2024,P260437,HUL Snacks TA68,Grocery,Snacks,HUL,C6021646,Patna,Bihar,Cash on Delivery,Delivered,2,1179.72,6,1108.94,2217.88,354.45,27.67,4,No,3,BharatSellers,Regular,App
OD6850524470,25-06-2025,P243423,WOW Men's RX13,Beauty,Men's Grooming,WOW,C1183408,Chennai,Tamil Nadu,Net Banking,Delivered,1,3728.25,5.5,3523.2,3523.2,1213.68,23.78,4,No,4,BharatSellers,Regular,App
OD7981879035,13-02-2025,P211558,Biba Innerwear DU48,Fashion,Innerwear,Biba,C9723045,Aurangabad,Maharashtra,Net Banking,Delivered,1,5446.95,30.2,3801.97,3801.97,1244.41,31.32,1,No,5,ValueMart Sellers,Valentine's Week,App
OD5399898893,06-09-2024,P552533,Scholastic Self-Help AX79,Books,Self-Help,Scholastic,C6967654,Guwahati,Assam,EMI,Delivered,2,1286.18,2.9,1248.88,2497.76,921.33,22.2,5,No,4,TechZone Sellers,Regular,App
OD4449672142,03-04-2025,P549008,Disha Non-Fiction UA72,Books,Non-Fiction,Disha,C3428772,Gwalior,Madhya Pradesh,Flipkart Pay Later,Delivered,1,1197.63,2.3,1170.08,1170.08,336.73,12.78,2,No,4,BharatSellers,Regular,App
OD0842691178,13-08-2025,P497285,Samsung Laptops DA57,Electronics,Laptops,Samsung,C4007190,Meerut,Uttar Pradesh,Debit Card,Delivered,1,100233.1,17.1,83093.24,83093.24,11909.65,51.8,4,No,4,QuickMart Pvt Ltd,Independence Day Sale,App
OD6687879093,22-10-2023,P106848,Puma Men's SF91,Fashion,Men's Clothing,Puma,C3708617,Agra,Uttar Pradesh,Cash on Delivery,Delivered,3,6250,27.1,4556.25,13668.75,3730.07,45.94,4,No,3,DigitalBazaar,Diwali Sale,App
OD4578535453,13-02-2024,P388255,HarperCollins Academic RP77,Books,Academic,HarperCollins,C6005100,Meerut,Uttar Pradesh,UPI,Delivered,1,270,27,197.1,197.1,49.57,58.94,5,No,4,FashionHub Pro,Valentine's Week,App
OD1705279496,22-10-2023,P640154,Penguin Self-Help ED28,Books,Self-Help,Penguin,C1644528,Kanpur,Uttar Pradesh,EMI,Delivered,3,841.56,31.9,573.1,1719.3,332.23,19.9,9,No,4,FashionHub Pro,Diwali Sale,App
OD9490317000,13-07-2024,P193225,Godrej Interio Sofas JA51,Furniture,Sofas,Godrej Interio,C4252110,Faridabad,Haryana,Credit Card,Delivered,2,38010,23.3,29153.67,58307.34,14868.45,139.11,9,No,4,BharatSellers,Weekend Sale,App
OD1029809903,05-10-2025,P624861,Nike Accessories ZF91,Fashion,Accessories,Nike,C3071332,Faridabad,Haryana,Net Banking,Delivered,1,2610,55.1,1171.89,1171.89,281.66,21.01,5,No,5,Shopify Traders,Big Billion Days,App
OD3679118151,26-02-2024,P692497,Urban Ladder Shelves EB17,Furniture,Shelves,Urban Ladder,C2861239,Ludhiana,Punjab,Debit Card,Delivered,2,33847.55,18.6,27551.91,55103.82,18026.05,347.17,3,No,4,MegaStore Online,Regular,Desktop
OD3791852613,31-03-2024,P924256,Milton Kitchen MW98,Home & Kitchen,Kitchen Appliances,Milton,C9747229,Guwahati,Assam,EMI,Processing,1,2330,7.8,2148.26,2148.26,367.33,70.68,6,No,,BharatSellers,Weekend Sale,App
OD9524162090,21-09-2025,P876508,Cosco Badminton NS46,Sports,Badminton,Cosco,C0434783,Kota,Rajasthan,Cash on Delivery,Delivered,2,22970,23.3,17617.99,35235.98,7940.88,35.9,5,No,3,TrendSetters Online,Weekend Sale,App
OD4896159656,29-09-2024,P241869,ITC Snacks RK62,Grocery,Snacks,ITC,C5652464,Ahmedabad,Gujarat,UPI,Delivered,1,589.91,11.4,522.66,522.66,55.38,15,2,No,2,RetailNet India,Weekend Sale,Desktop
OD6339972979,09-10-2024,P384062,DSC Badminton BR44,Sports,Badminton,DSC,C6848865,Chandigarh,Punjab,Cash on Delivery,Delivered,4,29652.38,0.1,29622.73,118490.92,42334.66,80.66,8,No,5,TechZone Sellers,Regular,App
OD4048287541,22-09-2025,P585113,Adidas Innerwear UW55,Fashion,Innerwear,Adidas,C1644528,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,3,5256.3,13.8,4530.93,13592.79,6422.39,49.54,5,No,4,IndiaShop Direct,Regular,App
OD3001622586,28-08-2024,P279055,Adidas Accessories AT10,Fashion,Accessories,Adidas,C4689896,Amritsar,Punjab,Net Banking,Delivered,1,2280,16.7,1899.24,1899.24,797.78,26.85,6,No,5,BestBuy India,Regular,App
OD2383789645,23-02-2025,P132062,Realme Smart VV92,Electronics,Smart Watches,Realme,C2237096,Aligarh,Uttar Pradesh,UPI,Processing,1,84220,21.5,66112.7,66112.7,5971.69,67.31,5,No,,QuickMart Pvt Ltd,Weekend Sale,App
OD4523971981,29-04-2023,P373971,Nike Women's NB27,Fashion,Women's Clothing,Nike,C4213128,Jaipur,Rajasthan,Credit Card,Delivered,1,4220,15.9,3549.02,3549.02,1793.83,31.28,8,No,4,EcomGuru Sellers,Weekend Sale,App
OD2694049146,10-09-2023,P857512,Xiaomi Tablets BK89,Electronics,Tablets,Xiaomi,C5393863,Mumbai,Maharashtra,Cash on Delivery,Delivered,1,41938.99,11,37325.7,37325.7,2587.27,31.02,3,No,4,RetailNet India,Weekend Sale,Desktop
OD0863317340,08-05-2024,P218075,Pepperfry Shelves VR68,Furniture,Shelves,Pepperfry,C1343977,Kolkata,West Bengal,UPI,Delivered,2,3213.55,7.4,2975.75,5951.5,1647.6,339.72,3,No,2,HomeEssentials India,Regular,App
OD1996758958,02-09-2024,P089183,Nike Women's QP43,Fashion,Women's Clothing,Nike,C9048422,Mysuru,Karnataka,EMI,Delivered,2,4498.22,7.9,4142.86,8285.72,2572.31,34.88,4,No,5,QuickMart Pvt Ltd,Regular,Mobile Web
OD4038926857,30-11-2025,P000380,Urban Ladder Chairs XL48,Furniture,Chairs,Urban Ladder,C4431564,Solapur,Maharashtra,EMI,Delivered,1,12820,7,11922.6,11922.6,4150,145.76,5,No,3,TrendSetters Online,Weekend Sale,App
OD6769540702,06-12-2025,P281370,Dabur Staples RD67,Grocery,Staples,Dabur,C1558203,Mumbai,Maharashtra,UPI,Cancelled,1,970,6,911.8,911.8,164.92,14.79,3,No,,TechZone Sellers,Weekend Sale,App
OD2635360052,11-09-2025,P305287,Arihant Comics PT99,Books,Comics,Arihant,C3983582,Aurangabad,Maharashtra,Credit Card,Delivered,1,916.79,0.5,912.21,912.21,325.78,11.32,8,No,5,FashionHub Pro,Regular,App
OD9531925379,18-01-2024,P401482,Li-Ning Badminton ON61,Sports,Badminton,Li-Ning,C6668451,Kanpur,Uttar Pradesh,Cash on Delivery,Delivered,1,10650,18.1,8722.35,8722.35,2248.58,55.48,3,No,3,HomeEssentials India,Regular,App
OD8328354899,28-11-2025,P502213,Plum Men's IR42,Beauty,Men's Grooming,Plum,C2184006,Dhanbad,Jharkhand,Cash on Delivery,Returned,1,5170.81,15.5,4369.33,4369.33,1218.26,21.82,4,Yes,2,ValueMart Sellers,Regular,App
OD1258218042,06-03-2025,P825533,Reebok Fitness IE75,Sports,Fitness Equipment,Reebok,C2644959,Patna,Bihar,Cash on Delivery,Delivered,1,14022.18,16.6,11694.5,11694.5,3927.99,18.49,4,No,3,MegaStore Online,Regular,App
OD1665815851,23-04-2024,P047729,Nirlep Furniture AA71,Home & Kitchen,Furniture Accessories,Nirlep,C4217403,Ludhiana,Punjab,Cash on Delivery,Processing,1,14490,11.2,12867.12,12867.12,3045.52,42.15,3,No,,MegaStore Online,Regular,Mobile Web
OD4012498984,20-03-2025,P218353,L'Oreal Fragrances GK28,Beauty,Fragrances,L'Oreal,C5087758,Surat,Gujarat,Cash on Delivery,Delivered,2,5267.09,17.7,4334.82,8669.64,2661.76,26.88,6,No,4,RetailNet India,Holi Sale,App
OD9710749912,21-01-2023,P448644,Solimo Kitchen ED17,Home & Kitchen,Kitchen Appliances,Solimo,C0571112,Aligarh,Uttar Pradesh,UPI,Delivered,1,22364.57,8.2,20530.68,20530.68,4720.54,31.35,4,No,5,TechZone Sellers,Weekend Sale,Desktop
OD4950562031,31-07-2023,P991942,Nykaa Skincare FX80,Beauty,Skincare,Nykaa,C2611801,Guwahati,Assam,Cash on Delivery,Delivered,1,3670,17.6,3024.08,3024.08,1013.4,25.74,7,No,5,TrendSetters Online,Regular,App
OD4328679659,16-08-2025,P983702,Mamaearth Nail DL98,Beauty,Nail Care,Mamaearth,C2428993,Amritsar,Punjab,Net Banking,Delivered,1,3530,21.2,2781.64,2781.64,777.48,23.57,6,No,4,FashionHub Pro,Independence Day Sale,App
OD8753440620,11-01-2025,P889131,Cosco Cycling TT97,Sports,Cycling,Cosco,C9319389,Kota,Rajasthan,Cash on Delivery,Returned,4,580,13.5,501.7,2006.8,657.08,136.95,2,Yes,1,TechZone Sellers,Weekend Sale,App
OD8705274399,21-03-2024,P557756,Nestle Baby LC33,Grocery,Baby Care,Nestle,C7718242,Vijayawada,Andhra Pradesh,UPI,Delivered,3,1070,29.9,750.07,2250.21,272.39,16.93,4,No,1,IndiaShop Direct,Holi Sale,App
OD3816994433,10-09-2024,P550753,Oxford Academic DD81,Books,Academic,Oxford,C7131778,Delhi,Delhi,UPI,Delivered,1,542.43,0.6,539.18,539.18,187.68,9.04,4,No,3,HomeEssentials India,Regular,App
OD4083170269,21-10-2025,P427682,Marico Personal QN88,Grocery,Personal Care,Marico,C6244814,Howrah,West Bengal,UPI,Delivered,5,160,29.4,112.96,564.8,86.41,52.08,3,No,4,Shopify Traders,Diwali Sale,App
OD7393952005,30-12-2024,P412822,Prestige Kitchen OO37,Home & Kitchen,Kitchen Appliances,Prestige,C7747935,Jalandhar,Punjab,UPI,Delivered,1,9765.51,31.4,6699.14,6699.14,1260.87,55.46,6,No,4,BestBuy India,Christmas & New Year,App
OD2507555632,30-04-2024,P572022,Urban Ladder Beds OU73,Furniture,Beds,Urban Ladder,C6237817,Bareilly,Uttar Pradesh,UPI,Delivered,4,63120,14,54283.2,217132.8,63597.63,517.18,8,No,4,TrendSetters Online,Regular,Desktop
OD2869964853,23-06-2023,P412822,Prestige Kitchen OO37,Home & Kitchen,Kitchen Appliances,Prestige,C4555054,Solapur,Maharashtra,Cash on Delivery,Delivered,1,8152.03,18.1,6676.51,6676.51,2258.23,36.72,9,No,4,Shopify Traders,Regular,App
OD0836248184,28-12-2023,P965040,Zara Men's RI83,Fashion,Men's Clothing,Zara,C2268432,Ahmedabad,Gujarat,UPI,Returned,2,4056.83,16.5,3387.45,6774.9,2607.96,20.12,3,Yes,2,TechZone Sellers,Christmas & New Year,App
OD6347487086,15-12-2025,P343963,Westland Fiction RE98,Books,Fiction,Westland,C4459115,Varanasi,Uttar Pradesh,Debit Card,Cancelled,2,340,9.4,308.04,616.08,168.02,22.63,5,No,,Shopify Traders,Regular,App
OD4362452419,22-06-2024,P280005,Pigeon Storage PK85,Home & Kitchen,Storage,Pigeon,C2266586,Ranchi,Jharkhand,EMI,Delivered,1,805.87,20.9,637.44,637.44,122.73,59.24,5,No,4,PrimeDeals India,Weekend Sale,App
OD6151315964,07-08-2024,P010612,Nivia Fitness CS93,Sports,Fitness Equipment,Nivia,C2378279,Howrah,West Bengal,Net Banking,Delivered,3,6220,3.1,6027.18,18081.54,3499.11,50.76,4,No,5,BharatSellers,Regular,App
OD0695379970,07-09-2024,P358286,Milton Kitchen MN69,Home & Kitchen,Kitchen Appliances,Milton,C4024114,Guwahati,Assam,Credit Card,Delivered,3,7954.69,21,6284.21,18852.63,5784.9,95.55,4,No,4,FashionHub Pro,Weekend Sale,App
OD5159869154,05-10-2025,P584323,Mamaearth Makeup VW54,Beauty,Makeup,Mamaearth,C1356250,Bhopal,Madhya Pradesh,EMI,Delivered,1,100,20.2,79.8,79.8,27.3,53.63,3,No,3,PrimeDeals India,Big Billion Days,App
OD5055773310,02-12-2024,P193225,Godrej Interio Sofas JA51,Furniture,Sofas,Godrej Interio,C4295174,Chennai,Tamil Nadu,Cash on Delivery,Delivered,1,38010,10.8,33904.92,33904.92,10434.07,254.71,8,No,4,QuickMart Pvt Ltd,Regular,App
OD3119288707,10-03-2025,P341630,Maybelline Skincare KI62,Beauty,Skincare,Maybelline,C0039033,Visakhapatnam,Andhra Pradesh,UPI,Delivered,1,440,7.2,408.32,408.32,206.71,96.06,5,No,4,QuickMart Pvt Ltd,Regular,App
OD6381398532,19-04-2024,P242063,Amul Baby YY75,Grocery,Baby Care,Amul,C1697329,Allahabad,Uttar Pradesh,Credit Card,Delivered,2,1390,4.5,1327.45,2654.9,509.62,23.65,5,No,5,MegaStore Online,Regular,App
OD4805311208,09-02-2023,P700250,Urban Ladder Wardrobes LR10,Furniture,Wardrobes,Urban Ladder,C2795934,Visakhapatnam,Andhra Pradesh,Cash on Delivery,Delivered,2,26550,4.7,25302.15,50604.3,18016.86,213.6,4,No,4,Shopify Traders,Regular,App
OD6363291637,31-10-2025,P561285,Lakme Makeup IZ91,Beauty,Makeup,Lakme,C4154647,Madurai,Tamil Nadu,Cash on Delivery,Delivered,1,420,33.2,280.56,280.56,96.28,67.37,3,No,4,Shopify Traders,Diwali Sale,App
OD6539903328,11-11-2025,P448331,Li-Ning Cycling QJ20,Sports,Cycling,Li-Ning,C3328640,Ahmedabad,Gujarat,Cash on Delivery,Delivered,1,7240,14.8,6168.48,6168.48,2235.55,46.21,3,No,3,HomeEssentials India,Regular,App
OD9000970166,11-11-2025,P645404,Li-Ning Fitness IO51,Sports,Fitness Equipment,Li-Ning,C3131548,Patna,Bihar,Cash on Delivery,Delivered,2,1180.55,11.6,1043.61,2087.22,388.04,26.97,9,No,5,QuickMart Pvt Ltd,Regular,App
OD8060474012,05-11-2025,P618821,Peter England Footwear IE45,Fashion,Footwear,Peter England,C0202677,Kota,Rajasthan,Credit Card,Delivered,1,4153.86,51.1,2031.24,2031.24,639.88,30.71,6,No,4,DigitalBazaar,Diwali Sale,App
OD4686617708,03-08-2025,P305214,Nivia Badminton TF47,Sports,Badminton,Nivia,C1592804,Amritsar,Punjab,Cash on Delivery,Delivered,2,12720,16.3,10646.64,21293.28,4679.08,84.18,5,No,4,TrendSetters Online,Weekend Sale,App
OD7305815553,28-02-2025,P431042,Godrej Staples KT84,Grocery,Staples,Godrej,C9977553,Hubballi,Karnataka,Cash on Delivery,Processing,1,1228.05,11.7,1084.37,1084.37,160.47,12,3,No,,EcomGuru Sellers,Regular,App
OD4752063601,03-09-2025,P120274,Durian Sofas YB55,Furniture,Sofas,Durian,C8769033,Visakhapatnam,Andhra Pradesh,Flipkart Pay Later,Returned,4,63335.38,11.1,56305.15,225220.6,54461.33,663.28,4,Yes,4,TrendSetters Online,Regular,Mobile Web
OD9340772746,28-11-2024,P433503,Biba Men's QZ66,Fashion,Men's Clothing,Biba,C2355618,Gwalior,Madhya Pradesh,Credit Card,Delivered,5,6302.02,10.1,5665.52,28327.6,12090.68,29.22,9,No,5,QuickMart Pvt Ltd,Regular,App
OD3169794231,15-07-2023,P355452,Nivia Cricket SN98,Sports,Cricket,Nivia,C3124337,Mysuru,Karnataka,Credit Card,Delivered,1,3034.06,13.2,2633.56,2633.56,516.02,36.59,4,No,2,Shopify Traders,Weekend Sale,App
OD2176036097,21-04-2024,P281178,Bajaj Cookware YZ69,Home & Kitchen,Cookware,Bajaj,C4897906,Agra,Uttar Pradesh,Debit Card,Delivered,1,17710.16,22.6,13707.66,13707.66,3254.25,23.93,8,No,5,IndiaShop Direct,Weekend Sale,App
OD1764391746,07-12-2025,P433503,Biba Men's QZ66,Fashion,Men's Clothing,Biba,C6037250,Kolkata,West Bengal,EMI,Delivered,2,5444.56,18.3,4448.21,8896.42,3553.81,35.45,6,No,5,TrendSetters Online,Weekend Sale,App
OD2331236795,06-03-2024,P404873,Solimo Storage TP15,Home & Kitchen,Storage,Solimo,C4950072,Vadodara,Gujarat,EMI,Processing,1,20450,4.2,19591.1,19591.1,6582.04,47.45,5,No,,Shopify Traders,Regular,App
OD1535088217,30-09-2025,P057554,Biotique Men's QI20,Beauty,Men's Grooming,Biotique,C6262901,Jaipur,Rajasthan,Cash on Delivery,Delivered,1,1850,3.2,1790.8,1790.8,860.95,18.87,4,No,5,QuickMart Pvt Ltd,Regular,App
OD0000777350,10-05-2023,P693779,Samsung Tablets FB92,Electronics,Tablets,Samsung,C7553937,Tiruchirappalli,Tamil Nadu,Debit Card,Delivered,2,66983.71,19.9,53653.95,107307.9,7160.63,101.35,4,No,4,TrendSetters Online,Regular,Desktop
OD0759427727,11-02-2024,P089437,Cello Bedding GS67,Home & Kitchen,Bedding,Cello,C0044659,Dhanbad,Jharkhand,Flipkart Pay Later,Processing,2,16910,9.5,15303.55,30607.1,6951.02,54.45,10,No,,ValueMart Sellers,Weekend Sale,App
OD6567818616,05-03-2024,P186706,Wakefit Beds RN47,Furniture,Beds,Wakefit,C8144095,Patna,Bihar,Cash on Delivery,Delivered,2,36975.41,10.9,32945.09,65890.18,13103.75,219.87,3,No,4,TechZone Sellers,Regular,App
OD3610860193,15-03-2023,P774428,Xiaomi Headphones EK45,Electronics,Headphones,Xiaomi,C8122260,Bareilly,Uttar Pradesh,UPI,Delivered,1,90577.2,3,87859.88,87859.88,9413.87,26.9,5,No,4,PrimeDeals India,Regular,App
OD4923806981,20-06-2023,P926624,Biba Innerwear FQ60,Fashion,Innerwear,Biba,C8821072,Rajkot,Gujarat,UPI,Delivered,5,3051,8.5,2791.67,13958.35,6925.7,41.9,8,No,5,TrendSetters Online,Regular,App
OD0981507122,01-10-2023,P459125,Hometown Sofas UB56,Furniture,Sofas,Hometown,C4588306,Amritsar,Punjab,UPI,Processing,1,87338.34,8.7,79739.9,79739.9,18622.76,98.29,6,No,,TechZone Sellers,Weekend Sale,App
OD2569592720,26-08-2025,P505216,Vector X Cycling NT37,Sports,Cycling,Vector X,C9120938,Nagpur,Maharashtra,Cash on Delivery,Processing,1,20404.34,15.6,17221.26,17221.26,4997.72,75.55,6,No,,QuickMart Pvt Ltd,Regular,App
OD1529222933,28-03-2023,P344641,Biba Footwear MT64,Fashion,Footwear,Biba,C0471659,Patna,Bihar,Flipkart Pay Later,Delivered,1,7553.12,8.3,6926.21,6926.21,3563.22,29.35,6,No,5,RetailNet India,Regular,App
OD0109521129,31-12-2023,P580123,Vector X Cycling GQ44,Sports,Cycling,Vector X,C6181072,Jabalpur,Madhya Pradesh,UPI,Delivered,1,8950,43.3,5074.65,5074.65,1540.99,75.06,5,No,5,EcomGuru Sellers,Christmas & New Year,Mobile Web
OD8082898558,11-01-2023,P041260,Nike Innerwear VZ64,Fashion,Innerwear,Nike,C5046759,Kota,Rajasthan,UPI,Delivered,1,5671.97,3.9,5450.76,5450.76,2268.77,13.03,8,No,3,HomeEssentials India,Regular,App
OD0118481405,13-03-2025,P264243,Patanjali Beverages RR26,Grocery,Beverages,Patanjali,C5923742,Visakhapatnam,Andhra Pradesh,Cash on Delivery,Delivered,2,154.29,1.8,151.51,303.02,58.61,66.85,7,No,3,QuickMart Pvt Ltd,Regular,App
OD3348290932,23-12-2024,P685606,Vector X Cycling IQ15,Sports,Cycling,Vector X,C9096535,Jalandhar,Punjab,Credit Card,Delivered,4,28280,12.1,24858.12,99432.48,26581.23,82.56,3,No,5,IndiaShop Direct,Regular,App
OD7158104193,11-01-2025,P927808,Boat Smart RD48,Electronics,Smart Watches,Boat,C6984054,Chennai,Tamil Nadu,Net Banking,Delivered,1,95820,14.6,81830.28,81830.28,4112.1,84.84,4,No,3,PrimeDeals India,Weekend Sale,App
OD1681718817,30-03-2024,P623696,Britannia Snacks NS51,Grocery,Snacks,Britannia,C4647786,Mysuru,Karnataka,EMI,Processing,3,1740.93,22.1,1356.18,4068.54,655.17,25.33,3,No,,HomeEssentials India,Weekend Sale,App
OD4921987151,06-10-2023,P515490,Vector X Cycling NI60,Sports,Cycling,Vector X,C0601123,Srinagar,J&K,Cash on Delivery,Delivered,1,7650,53.3,3572.55,3572.55,491.05,65.4,6,No,4,DigitalBazaar,Big Billion Days,Desktop
OD1478502616,05-04-2025,P102525,Nirlep Kitchen ER98,Home & Kitchen,Kitchen Appliances,Nirlep,C9345372,Dhanbad,Jharkhand,UPI,Returned,1,19600,8,18032,18032,4957.05,23.91,3,Yes,2,RetailNet India,Weekend Sale,App
OD1502322170,30-07-2025,P660643,Samsung Headphones MD98,Electronics,Headphones,Samsung,C5053183,Madurai,Tamil Nadu,UPI,Delivered,1,86496.24,5.7,81565.95,81565.95,12521.04,41.92,9,No,4,PrimeDeals India,Regular,App
OD3790651778,20-07-2023,P215936,Nike Footwear HB34,Fashion,Footwear,Nike,C3058988,Hyderabad,Telangana,EMI,Returned,1,2249.39,14.2,1929.98,1929.98,926.71,16.27,6,Yes,1,ValueMart Sellers,Regular,App
OD7675355136,23-08-2024,P089437,Cello Bedding GS67,Home & Kitchen,Bedding,Cello,C7679881,Ranchi,Jharkhand,Debit Card,Delivered,1,16910,12.8,14745.52,14745.52,5347.09,48.75,4,No,4,Shopify Traders,Regular,App
OD4221573294,03-11-2023,P585113,Adidas Innerwear UW55,Fashion,Innerwear,Adidas,C5217811,Mysuru,Karnataka,Debit Card,Delivered,1,6616.09,29.9,4637.88,4637.88,1888.38,25.96,9,No,4,TechZone Sellers,Diwali Sale,App
OD7332886725,27-08-2023,P401332,Stanley Wardrobes AE76,Furniture,Wardrobes,Stanley,C6210166,Gwalior,Madhya Pradesh,Cash on Delivery,Returned,1,83772.62,23.8,63834.74,63834.74,21196.99,136.12,7,Yes,2,Shopify Traders,Weekend Sale,App
OD2653350467,22-04-2025,P960749,Fingerprint Non-Fiction JM65,Books,Non-Fiction,Fingerprint,C3582741,Chandigarh,Punjab,Credit Card,Delivered,1,940,18.2,768.92,768.92,149.79,17.78,3,No,4,HomeEssentials India,Regular,App
OD0917345066,12-10-2024,P958570,Peter England Women's XO10,Fashion,Women's Clothing,Peter England,C2253893,Ranchi,Jharkhand,EMI,Delivered,2,5380,22.1,4191.02,8382.04,3166.33,16.62,3,No,4,BestBuy India,Weekend Sale,App
OD7648616312,17-10-2023,P402465,Scholastic Self-Help TZ99,Books,Self-Help,Scholastic,C1496755,Jodhpur,Rajasthan,Cash on Delivery,Delivered,1,200,1.7,196.6,196.6,67.86,57.19,4,No,3,QuickMart Pvt Ltd,Regular,Desktop
OD4462919978,11-01-2024,P873389,Westland Children's DK92,Books,Children's,Westland,C8102526,Kolkata,West Bengal,Credit Card,Delivered,1,950,5.2,900.6,900.6,320.06,11.56,1,No,3,Shopify Traders,Regular,App
OD7357098783,01-12-2025,P459712,Nike Accessories HY17,Fashion,Accessories,Nike,C9679707,Jaipur,Rajasthan,Debit Card,Delivered,2,7750,6.7,7230.75,14461.5,6422.06,31.01,5,No,4,QuickMart Pvt Ltd,Regular,App
OD6856230080,08-09-2025,P401482,Li-Ning Badminton ON61,Sports,Badminton,Li-Ning,C5590083,Chandigarh,Punjab,Debit Card,Delivered,1,10650,1.9,10447.65,10447.65,4220.16,19.22,3,No,3,FashionHub Pro,Regular,App
OD9919355857,04-10-2025,P420055,DSC Cycling SB18,Sports,Cycling,DSC,C7545352,Solapur,Maharashtra,UPI,Delivered,3,510,28,367.2,1101.6,394.22,77.92,7,No,5,QuickMart Pvt Ltd,Big Billion Days,App
OD1632459247,23-07-2024,P269710,Solimo Storage GL73,Home & Kitchen,Storage,Solimo,C3406685,Pune,Maharashtra,Debit Card,Returned,1,11518.16,12.7,10055.35,10055.35,1443.77,60.83,5,Yes,3,ValueMart Sellers,Regular,App
OD6603532728,26-12-2024,P902573,Prestige Storage LY33,Home & Kitchen,Storage,Prestige,C1643816,Kolkata,West Bengal,Cash on Delivery,Delivered,1,11701.79,35,7606.16,7606.16,1967.9,26.78,3,No,4,MegaStore Online,Christmas & New Year,App
OD1544863408,03-04-2024,P027931,Realme Headphones RB91,Electronics,Headphones,Realme,C1620997,Gwalior,Madhya Pradesh,Cash on Delivery,Delivered,2,18900,11.8,16669.8,33339.6,3906.36,82.54,6,No,3,HomeEssentials India,Regular,Desktop
OD5305798825,18-04-2023,P856079,ITC Snacks KT25,Grocery,Snacks,ITC,C5749199,Varanasi,Uttar Pradesh,Cash on Delivery,Delivered,1,1327.85,13.6,1147.26,1147.26,172.52,13.06,2,No,4,Shopify Traders,Regular,App
OD7786348543,04-05-2024,P896064,Nestle Personal KJ16,Grocery,Personal Care,Nestle,C8583155,Jodhpur,Rajasthan,UPI,Delivered,1,1000,13.3,867,867,176.73,11.16,9,No,3,DigitalBazaar,Weekend Sale,App
OD5402984038,19-11-2024,P243423,WOW Men's RX13,Beauty,Men's Grooming,WOW,C2406464,Pune,Maharashtra,Debit Card,Delivered,1,3957.26,6.2,3711.91,3711.91,1536.02,14.05,3,No,4,EcomGuru Sellers,Regular,App
OD0560682450,23-12-2023,P178433,Disha Academic EP45,Books,Academic,Disha,C1031125,Ludhiana,Punjab,UPI,Delivered,1,870,5.3,823.89,823.89,163.05,9.58,3,No,2,RetailNet India,Weekend Sale,App
OD1150115186,07-09-2025,P766906,Arihant Fiction RN47,Books,Fiction,Arihant,C1204981,Srinagar,J&K,Debit Card,Processing,1,1664.62,22.7,1286.75,1286.75,323.04,12.76,7,No,,QuickMart Pvt Ltd,Weekend Sale,App
OD6375843733,07-08-2023,P215072,Sony Smartphones WI28,Electronics,Smartphones,Sony,C7023323,Guwahati,Assam,Cash on Delivery,Cancelled,2,27480,4.8,26160.96,52321.92,3638.63,83.68,2,No,,BestBuy India,Regular,App
OD6950670588,23-03-2024,P528666,Reebok Fitness GV11,Sports,Fitness Equipment,Reebok,C7444864,Jalandhar,Punjab,Flipkart Pay Later,Processing,5,22310,11.8,19677.42,98387.1,30409.14,189.81,6,No,,PrimeDeals India,Holi Sale,App
OD1353331013,01-07-2023,P507095,Stanley Study KI83,Furniture,Study Tables,Stanley,C5674585,Chennai,Tamil Nadu,Credit Card,Processing,1,28887.74,5.9,27183.36,27183.36,9785.74,240.46,5,No,,PrimeDeals India,Weekend Sale,App
OD6532075923,08-05-2024,P297243,FabIndia Bedding MZ26,Home & Kitchen,Bedding,FabIndia,C2535453,Surat,Gujarat,Cash on Delivery,Delivered,2,14390,1.1,14231.71,28463.42,10937.56,24.92,7,No,2,DigitalBazaar,Regular,App
